bikeid,mileage,biketrips,tripduration,hours
27622,150.09,136,102136,28
33754,150.08,161,111788,31
40083,150.07,142,110576,31
34128,150.07,137,98858,27
39603,150.06,141,241787,67
41680,150.06,129,108821,30
34198,149.99,139,103061,29
39429,149.96,139,101965,28
39572,149.94,139,145532,40
38389,149.94,138,106134,29
35136,149.9,152,112319,31
40437,149.88,143,111784,31
41644,149.81,155,106325,30
39196,149.81,144,101321,28
40294,149.79,142,122795,34
40902,149.78,166,116284,32
41372,149.75,136,93061,26
33866,149.74,156,108196,30
35247,149.74,133,100994,28
38877,149.72,117,92362,26
38084,149.69,121,102313,28
33929,149.69,145,108538,30
40528,149.69,133,101588,28
41503,149.68,153,121428,34
40191,149.61,146,106000,29
39326,149.56,124,93116,26
39400,149.55,153,98050,27
40208,149.51,139,101477,28
41832,149.51,139,110653,31
39291,149.5,149,109004,30
39713,149.48,144,105044,29
34029,149.41,138,102956,29
40115,149.38,146,115122,32
35351,149.38,117,98293,27
28732,149.37,120,93327,26
40783,149.37,138,107105,30
39723,149.37,136,98353,27
38118,149.33,129,106090,29
40619,149.32,163,103173,29
39760,149.31,126,105316,29
40251,149.31,154,113692,32
38561,149.31,134,101428,28
41410,149.3,142,95756,27
28373,149.3,138,103998,29
41807,149.28,147,99032,28
40159,149.24,147,106460,30
41131,149.23,140,99206,28
38336,149.15,148,105966,29
38363,149.15,139,103576,29
40851,149.14,149,110583,31
40725,149.07,147,96092,27
41294,149.06,131,112963,31
34253,148.95,153,110704,31
40893,148.95,139,100021,28
40769,148.94,152,126874,35
33319,148.94,144,105703,29
38759,148.91,141,113148,31
39254,148.91,136,107462,30
40359,148.83,134,120426,33
39371,148.82,148,102607,29
34663,148.82,127,91616,25
28360,148.78,148,101404,28
40716,148.74,150,113623,32
40965,148.68,167,110091,31
38108,148.66,131,95378,26
40847,148.65,132,148474,41
39557,148.64,138,98164,27
41787,148.62,149,112262,31
39398,148.62,132,124953,35
39164,148.62,161,108429,30
41910,148.61,132,109070,30
33838,148.61,133,120076,33
39299,148.6,151,120183,33
38991,148.6,137,101382,28
34322,148.6,145,108903,30
42027,148.59,130,107665,30
41405,148.55,151,112117,31
41894,148.54,151,106618,30
41858,148.52,157,103947,29
33935,148.51,138,105997,29
38403,148.5,129,103848,29
28022,148.43,155,121620,34
41449,148.43,141,103806,29
39891,148.41,147,99889,28
41267,148.4,124,99352,28
39708,148.4,135,111358,31
41431,148.37,150,107232,30
40069,148.35,138,103426,29
40463,148.34,138,105822,29
40836,148.34,143,105103,29
40544,148.33,138,98340,27
39290,148.32,148,98246,27
38261,148.27,134,145880,41
41028,148.24,133,102685,29
41475,148.23,142,126481,35
39192,148.23,121,236023,66
34116,148.21,138,97776,27
40711,148.16,135,103374,29
34963,148.15,153,105074,29
41699,148.09,151,100625,28
38986,148.09,136,93464,26
40126,148.08,141,105472,29
40507,148.03,138,100537,28
38888,147.98,153,114468,32
40071,147.95,157,109649,30
34043,147.94,144,119482,33
35231,147.91,134,100716,28
41329,147.91,150,117777,33
33749,147.9,137,106170,29
41170,147.85,134,89634,25
39967,147.82,153,98059,27
41473,147.81,157,109717,30
40829,147.77,144,111982,31
35074,147.75,154,115973,32
41211,147.69,154,116686,32
38631,147.66,153,92678,26
27706,147.65,135,93247,26
39124,147.62,152,207882,58
38065,147.6,139,130814,36
40633,147.56,134,111708,31
41819,147.55,148,95081,26
41749,147.52,152,102604,29
40196,147.51,142,93777,26
41345,147.48,152,103313,29
38930,147.46,123,107101,30
39370,147.45,142,103274,29
29170,147.44,130,98920,27
40322,147.41,151,107289,30
40956,147.35,139,99237,28
40957,147.34,147,97702,27
38964,147.34,153,114630,32
38492,147.32,161,95393,26
40285,147.3,154,102198,28
38753,147.26,148,103191,29
34915,147.23,149,103788,29
40120,147.21,143,94346,26
40150,147.15,154,101740,28
35215,147.13,154,192066,53
41463,147.12,149,106444,30
34218,147.11,142,100096,28
38299,147.11,133,102503,28
40433,147.1,153,130641,36
41752,147.1,151,94492,26
38089,147.08,137,109668,30
34187,147.02,139,97758,27
41719,147.01,150,179920,50
35318,147.01,135,98240,27
41530,146.99,156,101445,28
28296,146.99,122,88723,25
39218,146.94,161,105772,29
33902,146.92,159,96593,27
38828,146.85,135,110277,31
40339,146.72,147,105568,29
38641,146.7,161,109200,30
40720,146.7,117,90971,25
41678,146.69,114,90112,25
41786,146.69,144,101996,28
42014,146.67,136,103368,29
40263,146.67,134,98348,27
29178,146.61,132,92395,26
40980,146.6,141,104800,29
41529,146.55,140,92815,26
41697,146.53,142,106458,30
35193,146.52,147,106878,30
38783,146.51,136,97531,27
27638,146.5,159,108138,30
38811,146.47,146,95767,27
40246,146.46,138,97447,27
39599,146.45,145,110419,31
35030,146.42,141,146244,41
41167,146.41,122,90623,25
40357,146.41,136,103641,29
40160,146.39,130,106376,30
30640,146.38,125,93525,26
39171,146.37,143,95802,27
41014,146.33,136,91088,25
40971,146.3,154,118308,33
39632,146.28,141,94466,26
40555,146.27,120,115296,32
39213,146.25,146,87064,24
34383,146.24,140,110664,31
39334,146.22,147,95424,27
35237,146.11,136,164965,46
38580,146.07,136,98913,27
40888,146.06,132,111081,31
40953,146.05,140,99632,28
38893,146.05,135,93012,26
38082,146.05,149,98620,27
38210,146.04,131,111187,31
38602,146.03,151,94868,26
38962,146.03,149,103953,29
39219,146.02,132,99307,28
33811,146.02,130,100670,28
41886,146.0,146,94017,26
41796,145.98,150,151685,42
33926,145.98,142,100494,28
38903,145.96,149,101272,28
40648,145.95,140,93089,26
40795,145.95,142,94295,26
38241,145.94,132,97374,27
39522,145.93,144,105593,29
38092,145.9,134,99655,28
40113,145.87,136,96165,27
40889,145.86,139,104949,29
35389,145.85,149,99847,28
35324,145.84,139,123572,34
38841,145.82,132,94988,26
39899,145.81,148,107176,30
34333,145.69,127,121273,34
40505,145.64,143,108825,30
41402,145.63,120,109251,30
41196,145.62,137,109559,30
41576,145.62,135,94366,26
39561,145.59,149,123768,34
38433,145.57,154,103446,29
40201,145.54,136,94356,26
35379,145.53,132,101043,28
39476,145.51,142,98960,27
40979,145.44,146,97282,27
35052,145.42,150,101379,28
38301,145.39,148,110053,31
40993,145.37,148,113292,31
39956,145.36,149,110926,31
41941,145.34,149,102271,28
39028,145.33,149,98877,27
38243,145.33,138,102413,28
41542,145.32,141,101514,28
34346,145.31,139,94684,26
41759,145.27,145,98457,27
40158,145.26,146,106833,30
40815,145.24,127,106616,30
31061,145.22,145,112480,31
40868,145.21,143,104604,29
34017,145.19,128,91280,25
39764,145.18,129,95456,27
31341,145.16,122,93041,26
40566,145.16,140,103710,29
41137,145.16,138,101038,28
35302,145.12,144,100069,28
34011,145.11,135,96073,27
39136,145.1,143,97325,27
40564,145.07,138,91151,25
35296,145.05,134,109116,30
35093,145.04,131,102299,28
41817,145.03,133,94244,26
41792,145.0,143,99543,28
39312,145.0,126,93535,26
35027,145.0,122,86180,24
39030,144.99,150,121129,34
35267,144.94,147,101172,28
38733,144.93,155,104676,29
41338,144.92,130,217801,61
38842,144.89,151,99742,28
40188,144.84,126,98950,27
35594,144.82,143,100994,28
40284,144.81,150,107377,30
40292,144.81,147,104875,29
38457,144.78,130,88558,25
41132,144.78,140,102059,28
39872,144.78,125,98371,27
40394,144.74,138,105174,29
38521,144.73,144,114319,32
41899,144.61,145,93960,26
41854,144.56,129,106499,30
38516,144.56,136,93185,26
35245,144.51,150,111506,31
39498,144.49,140,97155,27
27815,144.48,128,102731,29
35130,144.41,131,95987,27
29393,144.35,118,86307,24
39367,144.31,143,112048,31
40788,144.29,124,102779,29
42041,144.29,147,113011,31
39350,144.26,136,106326,30
39857,144.26,161,135932,38
27576,144.25,124,83664,23
38750,144.24,138,105158,29
34302,144.24,138,99431,28
38120,144.24,150,103799,29
41615,144.23,144,100963,28
39347,144.21,142,94001,26
39223,144.19,159,110652,31
38921,144.18,137,99290,28
40261,144.18,139,102170,28
41102,144.14,135,99014,28
31376,144.14,139,103562,29
41350,144.12,142,105642,29
41335,144.12,135,102273,28
40311,144.1,158,118487,33
38049,144.09,162,94988,26
40343,144.09,152,97609,27
33881,144.04,140,92485,26
33830,144.0,141,94409,26
29056,144.0,128,94549,26
27949,143.97,134,89258,25
38645,143.96,128,104622,29
38224,143.91,131,130901,36
28126,143.89,112,84818,24
40288,143.87,137,116322,32
41510,143.86,115,93326,26
38369,143.85,125,90760,25
40896,143.84,126,99571,28
38469,143.8,127,347718,97
38275,143.79,123,98843,27
38825,143.75,128,93470,26
27867,143.75,117,104606,29
35473,143.73,146,96001,27
40541,143.7,145,94486,26
40204,143.7,131,94771,26
33985,143.68,141,91515,25
39190,143.65,129,102107,28
34370,143.61,147,96272,27
39281,143.58,112,90655,25
35117,143.56,147,107270,30
38044,143.55,150,105356,29
40679,143.54,152,112017,31
39959,143.52,141,100360,28
38967,143.5,131,97232,27
40876,143.47,136,99898,28
34917,143.44,147,101480,28
33998,143.38,153,99131,28
39310,143.38,128,94562,26
39465,143.35,146,91968,26
34912,143.35,142,104181,29
39887,143.35,143,106780,30
39002,143.33,125,94987,26
38388,143.31,140,98136,27
41811,143.26,132,104478,29
38333,143.25,136,100053,28
41191,143.23,134,170932,47
39529,143.22,156,99895,28
34243,143.19,129,104294,29
40365,143.17,125,107356,30
34111,143.16,139,93072,26
40084,143.16,120,99108,28
38952,143.15,140,128375,36
38939,143.04,158,112109,31
39791,143.03,145,97893,27
40242,143.02,138,102735,29
41647,143.0,142,96950,27
40125,143.0,142,103041,29
35087,143.0,135,89692,25
38147,143.0,136,232158,64
41952,142.98,126,93091,26
38884,142.94,146,109571,30
39407,142.91,141,97360,27
38797,142.89,112,89173,25
39274,142.88,140,102357,28
34194,142.87,148,118560,33
31818,142.86,155,115239,32
41734,142.85,136,94840,26
39237,142.84,140,98337,27
41054,142.83,148,109845,31
38291,142.82,139,102894,29
40944,142.8,135,104633,29
41026,142.77,134,93816,26
30489,142.76,136,113171,31
41085,142.75,133,102289,28
39424,142.73,142,96561,27
41747,142.7,138,122413,34
40655,142.7,120,93647,26
39244,142.7,144,103427,29
41959,142.68,127,103295,29
41538,142.67,134,97548,27
39854,142.67,138,102874,29
38479,142.67,124,97376,27
38752,142.66,128,98298,27
38931,142.64,140,97597,27
39139,142.61,131,94373,26
40334,142.58,148,96345,27
39789,142.57,138,94262,26
35368,142.57,131,107409,30
42006,142.56,122,104239,29
41349,142.56,152,103653,29
34312,142.55,130,102684,29
40689,142.5,147,95069,26
38302,142.48,126,88602,25
33803,142.46,154,114902,32
40568,142.45,140,111856,31
39064,142.43,121,111983,31
41609,142.41,131,98371,27
41540,142.4,141,102541,28
39472,142.32,136,94054,26
41790,142.32,158,107534,30
38067,142.25,113,90565,25
40167,142.24,157,100048,28
29004,142.24,154,91536,25
40616,142.21,128,92892,26
40897,142.2,139,99224,28
41254,142.16,133,98313,27
41963,142.15,133,94128,26
42034,142.14,118,93026,26
41270,142.14,149,118218,33
41234,142.13,142,130929,36
40506,142.09,138,104472,29
28338,142.08,130,88116,24
38191,142.07,133,104177,29
39217,142.06,135,89126,25
40624,142.03,146,105004,29
41390,142.02,120,107808,30
39389,141.99,143,125509,35
34939,141.97,133,117031,33
35084,141.94,143,109479,30
40991,141.89,122,91793,25
41742,141.88,145,113406,32
41482,141.86,151,104231,29
40492,141.86,134,112064,31
34303,141.86,125,98183,27
41077,141.85,134,93933,26
40172,141.84,142,88425,25
39098,141.82,154,97877,27
39973,141.79,141,98123,27
38566,141.78,129,103655,29
41770,141.77,135,110651,31
40269,141.76,147,134463,37
39169,141.75,157,117458,33
40065,141.72,124,100245,28
41095,141.72,123,87097,24
35174,141.64,124,89844,25
35080,141.63,152,102774,29
38899,141.61,129,92332,26
38575,141.6,136,90566,25
39267,141.59,132,96085,27
39927,141.58,134,90781,25
38525,141.55,113,99497,28
33035,141.54,130,96444,27
40401,141.54,129,102474,28
38612,141.52,133,100301,28
42019,141.51,134,94782,26
35078,141.5,136,104460,29
34362,141.49,140,101865,28
40984,141.49,133,106878,30
29312,141.47,133,102217,28
40444,141.47,135,94954,26
41585,141.45,138,98791,27
41793,141.44,144,103412,29
40580,141.42,118,102956,29
41885,141.4,126,93572,26
35054,141.39,141,112102,31
32502,141.34,120,95989,27
40270,141.3,143,90762,25
39103,141.28,137,100774,28
41377,141.27,138,83869,23
38464,141.23,135,95643,27
41200,141.22,127,84035,23
41220,141.21,129,100915,28
39839,141.16,145,152143,42
38228,141.15,147,102919,29
41163,141.11,132,95242,26
34935,141.09,130,95358,26
41157,141.02,137,91035,25
38288,140.96,135,98983,27
41213,140.95,143,93914,26
35391,140.88,123,97914,27
30758,140.85,136,96123,27
27855,140.83,122,89502,25
41104,140.83,136,90437,25
40163,140.83,135,96140,27
40812,140.82,146,102325,28
38239,140.81,129,99971,28
39833,140.77,125,89114,25
39820,140.76,131,97787,27
40280,140.76,119,94706,26
39644,140.74,124,88432,25
39690,140.74,121,94001,26
41494,140.74,137,105082,29
39368,140.71,119,89352,25
33425,140.69,135,93337,26
39238,140.68,138,98818,27
41453,140.67,138,108597,30
40055,140.66,126,94922,26
33988,140.65,141,100502,28
39556,140.64,140,104845,29
41960,140.64,133,96915,27
39966,140.62,130,87734,24
39497,140.6,127,91347,25
38920,140.58,129,300676,84
39032,140.57,133,106058,29
40443,140.56,146,111288,31
40940,140.56,132,109307,30
35180,140.54,125,94013,26
40827,140.53,130,84539,23
40921,140.5,132,97210,27
38420,140.47,137,97220,27
39119,140.42,137,91824,26
33900,140.42,136,98789,27
27853,140.34,121,92495,26
35271,140.34,132,102283,28
40500,140.32,139,142785,40
39746,140.3,141,104228,29
40396,140.29,124,93639,26
41433,140.27,121,150984,42
38091,140.25,133,111585,31
35280,140.24,140,86421,24
39583,140.22,134,96972,27
39515,140.21,137,93735,26
41754,140.2,147,119614,33
33946,140.19,143,99683,28
34359,140.19,127,119561,33
41474,140.18,147,101752,28
38207,140.15,152,98170,27
28993,140.14,137,91347,25
39495,140.13,136,93954,26
40088,140.13,124,90131,25
38587,140.12,135,107472,30
39735,140.12,144,97520,27
40524,140.09,124,91911,26
39421,140.08,127,115415,32
41651,140.03,129,92979,26
41515,140.02,110,127350,35
38121,140.01,134,104843,29
41384,139.99,145,108483,30
41824,139.97,140,84863,24
38515,139.94,121,96633,27
40822,139.93,135,116707,32
39960,139.9,132,95832,27
38678,139.88,122,97543,27
35342,139.87,121,106989,30
38937,139.86,138,101623,28
41829,139.82,134,94898,26
40687,139.81,135,96835,27
41625,139.77,140,97765,27
29414,139.74,125,107403,30
41522,139.73,135,107613,30
40846,139.71,119,93390,26
34956,139.69,130,100444,28
39013,139.67,144,96601,27
39309,139.62,131,84055,23
41363,139.62,133,94070,26
40657,139.61,126,86058,24
34031,139.6,135,108000,30
35075,139.54,123,124270,35
33909,139.53,143,92426,26
38983,139.52,114,92942,26
39517,139.43,114,113561,32
39508,139.41,124,89776,25
41970,139.39,139,88190,24
29632,139.38,146,95565,27
33740,139.38,129,105490,29
41164,139.36,115,103014,29
40622,139.34,144,96760,27
38270,139.25,132,93095,26
40538,139.25,132,107618,30
39225,139.24,129,108681,30
39931,139.23,127,95196,26
34200,139.23,114,96653,27
38352,139.17,121,97610,27
41945,139.13,148,86881,24
39853,139.12,139,108592,30
40421,139.1,130,89686,25
41199,139.1,143,145427,40
39221,139.06,128,88543,25
41967,139.04,132,91742,25
39922,139.0,131,92993,26
39769,139.0,134,107434,30
32635,138.99,153,95714,27
41179,138.98,132,88858,25
39220,138.97,137,98568,27
40621,138.96,125,96758,27
38419,138.92,126,99124,28
40309,138.92,146,108044,30
40313,138.91,133,127374,35
41595,138.88,138,110151,31
27446,138.88,138,85617,24
38122,138.87,139,87387,24
33773,138.85,140,115767,32
41165,138.82,128,95033,26
38242,138.8,127,88300,25
40629,138.77,123,101578,28
33882,138.73,134,104290,29
41477,138.72,123,92471,26
41656,138.71,132,112519,31
33982,138.71,125,118792,33
38095,138.7,139,99214,28
40941,138.68,145,106185,29
39720,138.67,105,89282,25
39185,138.66,142,93254,26
35109,138.63,135,108078,30
39674,138.52,148,98521,27
41660,138.51,119,87749,24
39581,138.51,127,98686,27
41066,138.47,114,91379,25
40644,138.46,134,88058,24
40700,138.46,128,108744,30
40136,138.45,142,96245,27
41994,138.43,124,99272,28
40175,138.42,123,104484,29
40782,138.38,136,91501,25
34919,138.35,148,112424,31
40093,138.31,124,90482,25
38236,138.28,132,93564,26
41909,138.27,139,96392,27
35250,138.27,153,103996,29
38256,138.26,129,102414,28
40448,138.26,141,96184,27
41971,138.26,127,92083,26
41721,138.25,139,94451,26
38639,138.24,121,87125,24
40053,138.18,122,110153,31
39322,138.18,139,97040,27
41088,138.17,135,105951,29
41419,138.15,134,98121,27
40561,138.15,126,96532,27
40906,138.11,133,96502,27
39454,138.11,133,92145,26
29370,138.1,112,101208,28
41596,138.1,127,108818,30
40364,138.04,135,89393,25
41227,138.03,135,97796,27
39206,138.01,141,96869,27
38861,137.97,145,90367,25
39422,137.94,124,91980,26
40900,137.92,147,100910,28
34278,137.91,122,94248,26
38386,137.91,128,89253,25
41957,137.9,132,90996,25
41427,137.86,152,105134,29
40654,137.84,126,96389,27
41070,137.83,149,101041,28
39451,137.8,131,93161,26
28838,137.75,125,98225,27
40717,137.74,149,96807,27
41224,137.74,127,95174,26
34960,137.73,124,96730,27
39788,137.72,124,98932,27
39712,137.69,129,93210,26
39336,137.68,147,105057,29
38794,137.66,121,94391,26
41932,137.56,119,96766,27
33989,137.55,139,99835,28
41896,137.55,139,83274,23
34025,137.54,133,86726,24
40997,137.53,130,96904,27
40512,137.53,127,93090,26
41232,137.51,124,90502,25
35252,137.49,137,95586,27
42022,137.47,151,102725,29
28111,137.46,126,96653,27
38517,137.45,120,96317,27
39617,137.45,120,107479,30
34073,137.43,126,107542,30
32807,137.42,124,104396,29
39724,137.38,136,82170,23
39726,137.38,133,88489,25
38264,137.38,126,90647,25
41447,137.35,138,89783,25
34347,137.34,142,95261,26
28785,137.33,125,104060,29
38514,137.32,131,119910,33
41687,137.3,118,87369,24
38661,137.3,134,93400,26
40951,137.27,123,89202,25
40192,137.27,124,97191,27
39183,137.26,132,89187,25
35088,137.24,117,93002,26
41973,137.22,139,91150,25
40097,137.2,158,106641,30
40718,137.19,146,106716,30
34995,137.19,141,89642,25
41723,137.17,134,124055,34
34083,137.15,125,101519,28
41072,137.12,124,102689,29
40562,137.12,133,97815,27
41487,137.1,134,96062,27
40597,137.1,132,95115,26
28431,137.1,118,94510,26
40955,137.09,125,86317,24
38171,137.03,123,80400,22
39828,137.01,123,99067,28
41523,136.98,133,88768,25
41111,136.97,115,89913,25
34386,136.96,138,90598,25
27994,136.93,120,91466,25
40426,136.93,129,89974,25
39262,136.91,118,93557,26
39963,136.89,129,93897,26
40819,136.89,128,100420,28
27534,136.88,125,90067,25
35115,136.87,145,191626,53
38471,136.86,130,95978,27
41353,136.83,131,95658,27
40218,136.81,143,96260,27
39087,136.8,137,85435,24
40499,136.79,113,95794,27
40677,136.79,117,88181,24
28569,136.78,111,89009,25
38588,136.76,147,95956,27
39414,136.76,127,78725,22
28619,136.75,136,86958,24
38716,136.74,130,100704,28
38813,136.74,145,101112,28
